SITE_CODE,SHORT_TITLE,TITLE,SITE_TYPE,SUB_TYPE,STAGE,PROJ_CODE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,MAP_LABEL_NAME,INCLUDE_COMMODITY_FLAG,MAP_COMMODITIES,ACTIVE_FLAG,SYMBOL,MAP_SERIES,CONFIDENTIALITY,MAP_SHEET_NO_100K,MAP_SHEET_NAME_100K,MAP_SHEET_NO_250K,MAP_SHEET_NAME_250K,LGA_NAME,DEVELOPMENT_REGION,DISTRICT_NO,DISTRICT_NAME,TECTONIC_UNIT,EXTRACT_DATE
S0238745,Green Lantern,Green Lantern,Mine,Unspecified,Operating,J00056,Central Norseman,121.796220000000005,-32.479726999999997,386889,6405750,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3233,NORSEMAN,SI51-02,NORSEMAN,"DUNDAS, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",63,DUNDAS M.F.,"Northern Foreland, Albany-Fraser Orogen",20230306
S0238777,Tank Underground,Tank Underground,Mine,Decline,Operating,J00184,Aldiss - Karonie,122.559427999999997,-31.070532000000000,457971,6562497,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3435,ERAYINIA,SH51-14,WIDGIEMOOLTHA,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",28,KURNALPI,Eastern Goldfields Superterrane,20230306
S0238995,Moonbeam Underground,Moonbeam Underground,Mine,Decline,Under Development,J00358,Kundana - White Flag,121.244269000000003,-30.721499000000001,331889,6599946,51,Au Ag,Precious metal,GOLD,Moonbeam,N,,Y,,Operating Mine,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",16,KUNANALLING,Eastern Goldfields Superterrane,20230306
S0239072,Mardie Pond P5,Mardie Evaporation Pond P5,Mine,Pond,Under Development,J05265,Mardie Salt-Potash / BCI,115.901107999999994,-21.193377999999999,385935,7656055,50,Salt K2SO4,Industrial mineral,SALT,,N,,,,,Public,2055,MARDIE,SF50-06,YARRALOOLA,"KARRATHA, CITY OF","PILBARA, Development Region",8,ASHBURTON M.F.,Peedamullah Shelf,20230306
S0239162,Garden Well UG,Garden Well Underground,Mine,Decline,Operating,J00009,Duketon / Regis Resources,122.356601999999995,-27.905698999999998,436683,6913077,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3342,DUKETON,SG51-14,DUKETON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Burtville Terrane,20230306
S0239197,Ramone UG,Ramone Underground,Mine,Decline,Operating,J01726,Jundee - Nimary,120.847224999999995,-26.559609999999999,285555,7060538,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3044,LAKE VIOLET,SG51-09,WILUNA,"WILUNA, SHIRE OF","MID-WEST, Development Region",53,WILUNA,Yilgarn Craton granites,20230306
S0239212,Karen Louise,Karen Louise,Mine,Openpit,Operating,J00019,Binduli,121.374508000000006,-30.773674000000000,344445,6594351,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",26,EAST COOLGARDIE,Eastern Goldfields Superterrane,20230306
S0239230,Miralga W-Rudolph,Miralga West - Rudolph,Mine,Openpit,Operating,J04392,Miralga Creek,119.318785000000005,-21.023512000000000,740999,7673500,50,Fe,Iron,IRON ORE,,N,,,,,Public,2755,NORTH SHAW,SF50-08,MARBLE BAR,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Gorge Creek Basin,20230306
S0239242,Canover Lot 290 Jurien/JBC,Canover Lot 290 Jurien / JBC,Mine,Openpit,Operating,J04712,Midwest  Sand / Jurien Bay Concrete,115.109588000000002,-30.300014999999998,318208,6646456,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1937,HILL RIVER,SH50-09,HILL RIVER,"DANDARAGAN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Beagle Ridge,20230306
S0239255,Skipper Rd Lot 10213/Patmore,Skipper Rd Lot 10213 Arrowsmith East / Patmore,Mine,Openpit,Operating,J05809,Arrowsmith Gravel / Patmore,115.281497999999999,-29.627735999999999,333626,6721229,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1938,ARROWSMITH,SH50-05,DONGARA,"THREE SPRINGS, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Donkey Creek Terrace,20230306
S0239264,Forrest Hwy Lot 4 Myalup/Rose,Forrest Hwy Lot 4 Myalup/Rose,Mine,Openpit,Operating,J05813,Myalup Limestone / Rose,115.718422000000004,-33.089185000000001,380396,6338095,50,Lst,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20230306
S0239295,Chitty Rd Lot 8 / Catalano,Chitty Rd Morangup Lot 8 / Catalano,Mine,Openpit,Operating,J06242,Northam / Catalano,116.431310999999994,-31.675021000000001,446095,6495444,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"TOODYAY, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20230306
S0239296,"Indian Ocean Drive Lots 1, 2","Indian Ocean Drive Lots 1, 2 Breton Bay",Mine,Openpit,Operating,J04318,Ledge Point Limesand,115.396445000000000,-31.150134000000001,347145,6552652,50,Lsd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,1935,LEDGE POINT,SH50-13,LEDGE POINT,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Vlaming Sub-basin,20230306
S0239308,Runnymede Rd Lot 11 North/Niroda,Runnymede Rd Lot 11 Binningup  North/ Niroda,Mine,Openpit,Operating,J05819,Binningup / Niroda,115.761686999999995,-33.114759999999997,384468,6335308,50,Sd Lst,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20230306
S0239345,Nilgen Rd Lot 3911 / Catalano,Nilgen Rd Lot 3911 Nilgen / Catalano,Mine,Openpit,Operating,J04381,Gingin / Catalano,115.374522999999996,-30.914026000000000,344673,6578793,50,Lst Sd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,1936,WEDGE ISLAND,SH50-09,HILL RIVER,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Beermullah Trough,20230306
S0239346,Nilgen Rd Lot 3910,Nilgen Rd Nilgen Lot 3910,Mine,Openpit,Operating,J06340,Nilgen Rd Limestone,115.379722000000001,-30.896902999999998,345142,6580699,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,1936,WEDGE ISLAND,SH50-09,HILL RIVER,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Beermullah Trough,20230306
S0239437,Miralga East-Vixen,Miralga East - Vixen,Mine,Openpit,Operating,J04392,Miralga Creek,119.431357000000006,-20.971592999999999,752792,7679075,50,Fe,Iron,IRON ORE,,N,,,,,Public,2756,CARLINDIE,SF50-04,PORT HEDLAND,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Gorge Creek Basin,20230306
S0239438,Miralga East - Dasher,Miralga East - Dasher,Mine,Openpit,Operating,J04392,Miralga Creek,119.436985000000007,-20.972795999999999,753376,7678933,50,Fe,Iron,IRON ORE,,N,,,,,Public,2756,CARLINDIE,SF50-04,PORT HEDLAND,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Gorge Creek Basin,20230306
S0239470,Fender UG,Fender Underground,Mine,Decline,Operating,J00017,Cue Gold - Central Murchison,117.634540000000001,-27.344487999999998,562763,6975248,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2443,CUE,SG50-15,CUE,"CUE, SHIRE OF","MID-WEST, Development Region",20,CUE,Youanmi Terrane,20230306
S0239588,Bramwell Pit,Bramwell Pit,Mine,Openpit,Operating,J05883,Bramwell Sand,118.065460999999999,-34.742759000000000,597530,6154966,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2528,MANYPEAKS,SI50-11,MOUNT BARKER,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Nornalup Zone,20230306
S0239607,Leeman Sand/Lot 12,"Leeman Sand, Lot 12, Coorow-Greenhead Road, Warradarge",Mine,Openpit,Operating,J04712,Midwest  Sand / Jurien Bay Concrete,115.977442999999994,-29.925108999999999,401300,6689073,50,Sdc,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2038,CARNAMAH,SH50-06,PERENJORI,"COOROW, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Moora Basin,20230306
S0239823,Bigge,Bigge - Cloudbreak,Mine,Openpit,Operating,J01407,East Pilbara Iron Ore / FMG,119.205928999999998,-22.286159000000001,727278,7533838,50,Fe,Iron,IRON ORE,,N,,,,,Public,2753,MOUNT MARSH,SF50-12,ROY HILL,"ASHBURTON, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Hamersley Basin,20230306
S0239824,Norfolk North,Norfolk North - Cloudbreak,Mine,Openpit,Operating,J01407,East Pilbara Iron Ore / FMG,119.318191999999996,-22.289123000000000,738844,7533337,50,Fe,Iron,IRON ORE,,N,,,,,Public,2753,MOUNT MARSH,SF50-12,ROY HILL,"ASHBURTON, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Hamersley Basin,20230306
S0240062,Amy South,Amy South,Mine,Openpit,Operating,J02467,Coburn Zircon,114.119039000000001,-26.695950000000000,213327,7044000,50,HM Zrn Ilm Leu Rt,Speciality metal,HEAVY MINERAL SANDS,,N,,,,,Public,1744,COBURN,SG50-09,YARINGA,"SHARK BAY, SHIRE OF","GASCOYNE, Development Region",9,GASCOYNE M.F.,Gascoyne Platform,20230306
S0240095,Galaxy UG,Galaxy Underground,Mine,Decline,Operating,J00156,Mt Magnet,117.795631999999998,-28.035080000000001,578204,6898656,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2441,MOUNT MAGNET,SH50-03,KIRKALOCKA,"MOUNT MAGNET, SHIRE OF","MID-WEST, Development Region",58,MT. MAGNET,Youanmi Terrane,20230306
S0240193,Mardie Pond P1,Mardie Evaporation Pond P1,Mine,Pond,Under Development,J05265,Mardie Salt-Potash / BCI,115.817436000000001,-21.281922000000002,377323,7646191,50,Salt K2SO4,Industrial mineral,SALT,,N,,,,,Public,2055,MARDIE,SF50-06,YARRALOOLA,"KARRATHA, CITY OF","PILBARA, Development Region",8,ASHBURTON M.F.,Peedamullah Shelf,20230306
S0240194,Mardie Pond P2,Mardie Evaporation Pond P2,Mine,Pond,Under Development,J05265,Mardie Salt-Potash / BCI,115.853954999999999,-21.273845000000001,381105,7647113,50,Salt K2SO4,Industrial mineral,SALT,,N,,,,,Public,2055,MARDIE,SF50-06,YARRALOOLA,"KARRATHA, CITY OF","PILBARA, Development Region",8,ASHBURTON M.F.,Peedamullah Shelf,20230306
S0240195,Mardie Pond P3,Mardie Evaporation Pond P3,Mine,Pond,Under Development,J05265,Mardie Salt-Potash / BCI,115.876716999999999,-21.247467000000000,383446,7650050,50,Salt K2SO4,Industrial mineral,SALT,,N,,,,,Public,2055,MARDIE,SF50-06,YARRALOOLA,"KARRATHA, CITY OF","PILBARA, Development Region",8,ASHBURTON M.F.,Peedamullah Shelf,20230306
S0240196,Mardie Pond P4,Mardie Evaporation Pond P4,Mine,Pond,Under Development,J05265,Mardie Salt-Potash / BCI,115.902066000000005,-21.225985999999999,386060,7652446,50,Salt K2SO4,Industrial mineral,SALT,,N,,,,,Public,2055,MARDIE,SF50-06,YARRALOOLA,"KARRATHA, CITY OF","PILBARA, Development Region",8,ASHBURTON M.F.,Peedamullah Shelf,20230306
S0240235,Kalbarri Sand,Kalbarri Sand,Mine,Openpit,Operating,J06037,Kalbarri Sand / Scheffer,114.155023999999997,-27.754643000000002,219577,6926732,50,Sdc Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1742,KALBARRI,SG50-13,AJANA,"NORTHAMPTON, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Gascoyne Platform,20230306
S0240236,Lot 9003 Mather Drive,"Lot 9003 Mather Drive, Neerabup",Mine,Openpit,Operating,J06059,Wannaroo Limestone and Sand / Urban Resources,115.788860000000000,-31.674716000000000,385195,6494981,50,Sdc Lst,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20230306
S0240524,Stockyard Silica Sand,Warradarge Silica Sand Mine,Mine,Openpit,Operating,J06103,Warradarge Silica Sand,115.280463999999995,-30.057475000000000,334237,6673599,50,Sisd,Industrial mineral,SILICA - SILICA SAND,,N,,,,,Public,1937,HILL RIVER,SH50-09,HILL RIVER,"COOROW, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Cadda Terrace,20230306
S0240577,Yarri Rd Lot 200 Sand/Prime,Yarri Rd Balbarrup Lot 200 Sand/Prime,Mine,Openpit,Operating,J04694,Nannup-Northcliffe-Pemberton / Prime,116.240157999999994,-34.175550000000001,429974,6218118,50,Sdc,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2129,MANJIMUP,SI50-10,PEMBERTON,"MANJIMUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20230306
S0240581,Forrest Highway Lot 5 Lst / Ivankovich,Forrest Highway Lot 5 Lst  / Ivankovich,Mine,Openpit,Operating,J06187,Harvey - Ivankovich Farms,115.719600000000000,-33.094200000000001,380513,6337540,50,Lst Cmat,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20230306
S0240582,Hurst Road Lot 11/ Roadstone,Hurst Road Lot 11/ Roadstone,Mine,Openpit,Operating,,,115.793899999999994,-32.154100000000000,386264,6441846,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"COCKBURN, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20230306
S0240587,Forrest Hwy Lot 3 Myalup/Rose,Forrest Hwy Lot 3 Myalup/Rose,Mine,Openpit,Operating,J05813,Myalup Limestone / Rose,115.718500000000006,-33.080199999999998,380391,6339091,50,Lst,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20230306
S0240597,Donnybrook-Boyup Brook Rd Lot 100/DBCEC,Donnybrook-Boyup Brook Rd Queenwood Lot 100/DBCEC,Mine,Openpit,Operating,J06182,Donnybrook / DBCEC,115.877300000000005,-33.569600000000001,395798,6284999,50,Sdc,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2030,DONNYBROOK,SI50-06,COLLIE,"DONNYBROOK-BALINGUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,South West Terrane,20230306
S0240612,Reserve Rd Lot 51 Stage1 / Highclere,Reserve Rd Muchea Lot 51 Stage1 / Highclere,Mine,Openpit,Operating,J06354,Reserve Rd Muchea,115.979500000000002,-31.510600000000000,403097,6513357,50,Sdc Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"CHITTERING, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Beermullah Trough,20230306
S0240616,Horsley Road Lot 120 Gravel,Horsley Road Lot 120 Gravel,Mine,Openpit,Operating,J03687,Horsley Road Gravel,117.525899999999993,-32.105499999999999,549617,6447749,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2433,CORRIGIN,SI50-03,CORRIGIN,"QUAIRADING, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20230306
S0240629,Jalbarragup Road Lot 854/Pit 2,Jalbarragup Road Walsall Lot 854/Pit 2,Mine,Openpit,Operating,J06132,Jalbarragup Road Walsall Lot 854,115.396199999999993,-33.806600000000003,351550,6258131,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20230306
S0240653,Wallis Rd Lot 202/Silverthorne,Wallis Rd Witchcliffe Lot 202/Silverthorne,Mine,Openpit,Operating,J04942,Rosa Glen / Silverthorne,115.148200000000003,-33.984099999999998,328947,6238061,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"AUGUSTA MARGARET RIVER, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,"Pinjarra Orogen, Leeuwin Inlier",20230306
S0240655,Bussell Highway Karridale Lot 21,Bussell Highway Karridale Lot 21,Mine,Openpit,Operating,J06147,Bussell Highway Karridale Lot 21,115.112700000000004,-34.124099999999999,325954,6222475,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1929,LEEUWIN,SI50-09,AUGUSTA,"AUGUSTA MARGARET RIVER, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,"Pinjarra Orogen, Leeuwin Inlier",20230306
S0240656,Wallis Rd Lots 2826 3838,Wallis Rd Witchcliffe Lots 2826 3838,Mine,Openpit,Operating,J06344,Wallis Rd / Gale,115.122900000000001,-33.996099999999998,326634,6236688,50,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"AUGUSTA MARGARET RIVER, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,"Pinjarra Orogen, Leeuwin Inlier",20230306
S0240659,Twenty Four Road Lot 12,Twenty Four Road Karridale Lot 12,Mine,Openpit,Operating,J06194,Margaret River / Adamson,115.136300000000006,-34.203800000000001,328292,6213676,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1929,LEEUWIN,SI50-09,AUGUSTA,"AUGUSTA MARGARET RIVER, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,"Pinjarra Orogen, Leeuwin Inlier",20230306
S0240660,Warner Glen Rd Lot 63,Warner Glen Rd Forrest Grove Lot 63,Mine,Openpit,Operating,J06345,Forrest Grove / P Robinson,115.129300000000001,-34.075699999999998,327386,6227871,50,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1929,LEEUWIN,SI50-09,AUGUSTA,"AUGUSTA MARGARET RIVER, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,"Pinjarra Orogen, Leeuwin Inlier",20230306
S0240666,Brand Highway Lot 2233/ WA Limestone,Brand Highway Muchea Lot 2233 / WA Limestone,Mine,Openpit,Operating,J06148,Muchea/WA Limestone,115.940826999999999,-31.565172000000000,399483,6507273,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"CHITTERING, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20230306
S0240676,Calgardup Rd Lot 3207,Calgardup Rd Forest Grove Lot 3207,Mine,Openpit,Operating,J06352,Forest Grove / Kniveton Hillocks,115.122799999999998,-34.051900000000003,326738,6230499,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1929,LEEUWIN,SI50-09,AUGUSTA,"AUGUSTA MARGARET RIVER, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,"Pinjarra Orogen, Leeuwin Inlier",20230306
S0240700,System Test Site,System Test Site,Mine,Openpit,Operating,J06158,System Test Project,127.430252999999993,-26.564876000000002,343650,7060799,52,Au,Precious metal,GOLD,System Test Site,Y,Au,Y,,Operating Mine,Public,4344,KADGO,SG52-09,TALBOT,"NGAANYATJARRAKU, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",69,WARBURTON M.F.,Sherriff Shelf,20230306
S0240751,Lindberg Rd Lot 80 / Willmott,Lindberg Rd Bovell Lot 80 / Willmott,Mine,Openpit,Operating,J06353,Bovell / Willmott,115.373400000000004,-33.690800000000003,349237,6270939,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20230306
S0240753,Gale Road Lot 2653 / Leeuwin Civil,Gale Road Kaloorup Lot 2653 / Leeuwin Civil,Mine,Openpit,Operating,J04675,Busselton-Cowaramup / Leeuwin Civil,115.232799999999997,-33.795200000000001,336402,6259147,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Vasse Shelf,20230306
S0240773,Ludlow-Hithergreen Rd Lot 61/Harbecks,Ludlow-Hithergreen Rd Lot 61/Harbecks,Mine,Openpit,Operating,J04648,Busselton / Harbecks,115.510300000000001,-33.661400000000000,361879,6274390,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2030,DONNYBROOK,SI50-06,COLLIE,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20230306
S0240774,Fish Rd Lot 55,Fish Rd Sabina River Lot 55,Mine,Openpit,Operating,,,115.410399999999996,-33.739899999999999,352750,6265548,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20230306
S0240829,Mount Leewin Loop Rd Lot 101 / Worthy,Mount Leewin Loop Rd Carlotta Lot 101 / Worthy,Mine,Openpit,Operating,J02767,Carlotta Gravel / Worthy,115.818100000000001,-34.098900000000000,390977,6226247,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2029,DONNELLY,SI50-10,PEMBERTON,"NANNUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,South West Terrane,20230306
S0240830,Roberts Rd Lot 121 / Crouch,Roberts Rd Carlotta Lot 121 / Crouch,Mine,Openpit,Operating,J06199,Brookvale Carlotta / Crouch,115.751700000000000,-34.079400000000000,384826,6228337,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2029,DONNELLY,SI50-10,PEMBERTON,"NANNUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,South West Terrane,20230306
S0240831,Spring Gully Road Location 9648 / Ferny,Spring Gully Road Location 9648 / Ferny,Mine,Openpit,Operating,J06179,Spring Gully Road - Ferny Hollow Farm,116.005200000000002,-33.856600000000000,407976,6253298,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2130,BRIDGETOWN,SI50-06,COLLIE,"BRIDGETOWN-GREENBUSHES, SHIRE OF","SOUTH WEST, Development Region",1,GREENBUSHES M.F.,South West Terrane,20230306
S0240832,Spring Gully Road Location 8756 / Ferny,Spring Gully Road Location 8756 / Ferny,Mine,Openpit,Operating,J06179,Spring Gully Road - Ferny Hollow Farm,116.014300000000006,-33.866599999999998,408828,6252197,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2130,BRIDGETOWN,SI50-06,COLLIE,"BRIDGETOWN-GREENBUSHES, SHIRE OF","SOUTH WEST, Development Region",1,GREENBUSHES M.F.,South West Terrane,20230306
S0240833,Spring Gully Rd Lot 816 / Cityworld,Spring Gully Rd Southampton Lot 816 / Cityworld,Mine,Openpit,Operating,J06290,Spring Gully Rd / Cityworld,115.995300000000000,-33.852100000000000,407055,6253788,50,PisoGravel,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2030,DONNYBROOK,SI50-06,COLLIE,"DONNYBROOK-BALINGUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,South West Terrane,20230306
S0240834,Beelerup Rd Lot 102 North Pit / Henderson,Beelerup Rd Beelerup Lot 102 North Pit / Henderson,Mine,Openpit,Operating,J06180,Beelerup / Henderson,115.851100000000002,-33.540599999999998,393331,6288188,50,Dst,Construction material,DIMENSION STONE,,N,,,,,Public,2030,DONNYBROOK,SI50-06,COLLIE,"DONNYBROOK-BALINGUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,South West Terrane,20230306
S0240835,Charley Creek Rd Lot 5 / DBCEC,Charley Creek Rd Charley Creek Lot 5 / DBCEC,Mine,Openpit,Operating,J06182,Donnybrook / DBCEC,115.896100000000004,-33.573799999999999,397548,6284552,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2030,DONNYBROOK,SI50-06,COLLIE,"DONNYBROOK-BALINGUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,South West Terrane,20230306
S0240837,Morrissey Rd Lot 130 / Mazza,Morrissey Rd Yabberup Lot 130 / Mazza,Mine,Openpit,Operating,J06316,Donnybrook / Wild Fig Company,116.011700000000005,-33.555700000000002,408258,6286667,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2130,BRIDGETOWN,SI50-06,COLLIE,"DONNYBROOK-BALINGUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20230306
