SITE_CODE,SHORT_TITLE,TITLE,SITE_TYPE,SUB_TYPE,STAGE,PROJ_CODE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,MAP_LABEL_NAME,INCLUDE_COMMODITY_FLAG,MAP_COMMODITIES,ACTIVE_FLAG,SYMBOL,MAP_SERIES,CONFIDENTIALITY,MAP_SHEET_NO_100K,MAP_SHEET_NAME_100K,MAP_SHEET_NO_250K,MAP_SHEET_NAME_250K,LGA_NAME,DEVELOPMENT_REGION,DISTRICT_NO,DISTRICT_NAME,TECTONIC_UNIT,EXTRACT_DATE
S0236267,Lake Sunshine,Lake Sunshine Potash,Mine,Other,Operating,J05002,Beyondie Potash / Kalium Lakes,120.580385000000007,-24.652369000000000,255107,7271386,51,K K2SO4 MgSO4 MgCl2 Mg(OH)2,Industrial mineral,POTASH,,N,,,,,Public,3048,BULLEN,SG51-01,BULLEN,"WILUNA, SHIRE OF","MID-WEST, Development Region",69,WARBURTON M.F.,Salvation Basin,20230306
S0236281,MMN 1Stage 6,Mt Marion North Pit 6,Mine,Openpit,Operating,J02285,Mt Marion Lithium,121.460075000000003,-31.077408999999999,353100,6560800,51,Li Ta Mica Spd,Speciality metal,TIN - TANTALUM - LITHIUM,Mt Marion,Y,"Li, Ta, Mica, Spd",Y,,Operating Mine,Public,3135,YILMIA,SH51-13,BOORABBIN,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20230306
S0236295,Clackline-Toodyay Road Lot 123/Ringa,Clackline-Toodyay Road Lot 123 Hoddys Well / Ringa,Mine,Openpit,Operating,J05327,Toodyay Sand / Ringa,116.501052999999999,-31.678581999999999,452707,6495082,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2234,NORTHAM,SH50-14,PERTH,"TOODYAY, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20230306
S0236317,Clackline-Toodyay Rd Lot 3 West / Vernice,Clackline-Toodyay Road Hoddys Well Lot 3 West / Vernice,Mine,Openpit,Operating,J02081,Toodyay / Vernice,116.487250000000003,-31.643249999999998,451381,6498992,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"TOODYAY, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20230306
S0236326,Wagtail North UG,Wagtail North Underground,Mine,Decline,Operating,J01508,Halls Creek - Lamboo Gold,127.353668999999996,-18.421150999999998,326114,7962429,52,Au Ag,Precious metal,GOLD,,N,,,,,Public,4361,ANGELO,SE52-09,MOUNT RAMSAY,"HALLS CREEK, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Sally Downs Supersuite,20230306
S0236327,Wagtail South UG,Wagtail South Underground,Mine,Decline,Operating,J01508,Halls Creek - Lamboo Gold,127.353561999999997,-18.424727000000001,326106,7962033,52,Au Ag,Precious metal,GOLD,,N,,,,,Public,4361,ANGELO,SE52-09,MOUNT RAMSAY,"HALLS CREEK, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,"Lamboo Province, Central Zone",20230306
S0236352,Cawse Sand-Gravel North 2,Cawse Sand-Gravel North 2,Mine,Openpit,Operating,J01891,Cawse / Scorpion,121.226374000000007,-30.400151999999999,329614,6635538,51,Gvl Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3137,BARDOC,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",24,BROAD ARROW M.F.,Yilgarn Craton granites,20230306
S0236361,Ramone,Ramone,Mine,Openpit,Operating,J01726,Jundee - Nimary,120.846986000000001,-26.559087999999999,285530,7060595,51,Au Ag,Precious metal,GOLD,Ramone,N,,Y,,Operating Mine,Public,3044,LAKE VIOLET,SG51-09,WILUNA,"WILUNA, SHIRE OF","MID-WEST, Development Region",53,WILUNA,Yilgarn Craton granites,20230306
S0236411,Bell Road West,Bell Road West Silica,Mine,Openpit,Operating,J01107,Gnangara Silica Sand / Hanson Construction,115.929824999999994,-31.751474999999999,398641,6486612,50,Sisd Sd,Industrial mineral,SILICA - SILICA SAND,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20230306
S0236428,Upper Swan Old/Midland Brick,Great Northern Hwy Upper Swan Old / Midland Brick,Mine,Openpit,Operating,J01802,Upper Swan - Red Hill / Midland Brick,116.034484000000006,-31.769814000000000,408572,6484672,50,Cyfi,Construction material,CLAYS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,Yilgarn Craton granites,20230306
S0236460,Camelarup Rd Lot 7152 / Kangara,Camelarup Rd Perup Lot 7152 / Kangara,Mine,Openpit,Operating,J05362,Perup Gravel / Kangara,116.511303999999996,-34.197735999999999,454974,6215811,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2229,TONEBRIDGE,SI50-10,PEMBERTON,"MANJIMUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,"Northern Foreland, Albany-Fraser Orogen",20230306
S0236468,Karonie Main Zone South,Karonie Main Zone South,Mine,Openpit,Operating,J00184,Aldiss - Karonie,122.560074000000000,-31.039259999999999,458018,6565964,51,Au Ag,Precious metal,GOLD,Karonie South,N,,Y,,Operating Mine,Public,3435,ERAYINIA,SH51-14,WIDGIEMOOLTHA,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",28,KURNALPI,Eastern Goldfields Superterrane,20230306
S0236571,Plymouth,Plymouth / Gascoyne,Mine,Openpit,Operating,J02013,Dalgaranga - Gilbeys,117.263648000000003,-27.854278000000001,525957,6918911,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2342,DALGARANGA,SG50-15,CUE,"MOUNT MAGNET, SHIRE OF","MID-WEST, Development Region",59,YALGOO M.F.,Youanmi Terrane,20230306
S0236611,Main Lode,Main Lode / Barra,Mine,Decline,Operating,J00069,Burbanks / REG,121.139859000000001,-31.024487000000001,322450,6566198,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3135,YILMIA,SH51-13,BOORABBIN,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20230306
S0236617,Havieron UG,Havieron Underground,Mine,Decline,Under Development,J05392,Paterson / Greatland Gold,122.640665999999996,-21.727817000000002,462838,7597256,51,Au Cu Ag,Precious metal,GOLD,Havieron,N,,Y,,Operating Mine,Public,3454,TERRINGA,SF51-06,PATERSON RANGE,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Anketell Shelf,20230306
S0236631,Dowling 2NE,Dowling Stage 2 Northeast,Mine,Openpit,Operating,J01005,Mt Cattlin Spodumene,120.038951999999995,-33.561622000000000,225109,6282519,51,Li Ta,Speciality metal,TIN - TANTALUM - LITHIUM,,N,,,,,Public,2930,RAVENSTHORPE,SI51-05,RAVENSTHORPE,"RAVENSTHORPE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",74,PHILLIPS RIVER M.F.,Youanmi Terrane,20230306
S0236634,Anomaly 11,Anomaly 11 - Woodie Woodie,Mine,Openpit,Operating,J00725,Woodie Woodie (Mining Corridor) / ConsMin,121.244736000000003,-21.610536000000000,318308,7609255,51,Mn,Steel alloy metal,MANGANESE ORE,,N,,,,,Public,3154,PEARANA,SF51-05,NULLAGINE,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Carawine Sub-basin,20230306
S0236672,Rockingham Rd Lot 1110/Italia,Rockingham Rd Lot 1110 Hope Valley / Italia,Mine,Openpit,Operating,J02658,Wattleup / Italia,115.794956999999997,-32.183005000000001,386400,6438642,50,Lst Dst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20230306
S0236856,Lake Way SWPL Pond 1,Lake Way saline water/process liquor Pond 1,Mine,Pond,Operating,J05331,Lake Way Potash / Salt Lake Potash,120.336596999999998,-26.789224000000001,235202,7034134,51,K K2SO4,Industrial mineral,POTASH,,Y,"K, K2SO4",Y,,Operating Mine,Public,2944,WILUNA,SG51-09,WILUNA,"WILUNA, SHIRE OF","MID-WEST, Development Region",53,WILUNA,Eastern Goldfields Superterrane,20230306
S0236893,Rosemont UG,Rosemont Underground,Mine,Decline,Operating,J00009,Duketon / Regis Resources,122.278097000000002,-27.843181000000001,428917,6919959,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3342,DUKETON,SG51-14,DUKETON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Eastern Goldfields Superterrane,20230306
S0236921,Great Northern Hwy Gravel / Main Roads,Great Northern Hwy Willare Gravel / Main Roads,Mine,Openpit,Operating,J04592,Kimberley / Main Roads,123.418751999999998,-17.682827000000000,544409,8044855,51,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3562,CLARKSON,SE51-07,DERBY,"DERBY/WEST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20230306
S0236934,L Channel Trench 1,L Channel Exploration Trench 1 2018,Mine,Openpit,Under Development,J04837,India Bore,124.895341000000002,-17.710830999999999,701000,8040794,51,Dmd,Precious mineral,DIAMOND,India Bore,Y,Dmd,Y,,Operating Mine,Public,3862,ELLENDALE,SE51-08,LENNARD RIVER,"DERBY/WEST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Lennard Shelf,20230306
S0236974,Davies Rd Lot 3720 Capel River,Davies Rd Lot 3720 Capel River,Mine,Openpit,Operating,J05436,Capel River / Doyle,115.615421999999995,-33.615516999999997,371559,6279614,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2030,DONNYBROOK,SI50-06,COLLIE,"CAPEL, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20230306
S0237036,Eridanus,Eridanus,Mine,Openpit,Operating,J00156,Mt Magnet,117.781675000000007,-28.074884999999998,576804,6894255,50,Au Ag,Precious metal,GOLD,Eridanus,N,,Y,,Operating Mine,Public,2441,MOUNT MAGNET,SH50-03,KIRKALOCKA,"MOUNT MAGNET, SHIRE OF","MID-WEST, Development Region",58,MT. MAGNET,Youanmi Terrane,20230306
S0237038,Shannon UG,Shannon Underground,Mine,Decline,Operating,J00156,Mt Magnet,117.783259999999999,-28.060424000000001,576970,6895856,50,Au Ag,Precious metal,GOLD,Shannon,N,,Y,,Operating Mine,Public,2441,MOUNT MAGNET,SH50-03,KIRKALOCKA,"MOUNT MAGNET, SHIRE OF","MID-WEST, Development Region",58,MT. MAGNET,Youanmi Terrane,20230306
S0237074,Boston Shaker UG,Boston Shaker Underground,Mine,Decline,Operating,J02723,Tropicana,124.563896000000000,-29.242173000000001,651976,6764169,51,Au Ag,Precious metal,GOLD,Boston Shaker,N,,Y,,Operating Mine,Public,3839,BARTLETT,SH51-08,PLUMRIDGE,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Tropicana Zone,20230306
S0237098,McLennan Drive Lot 106 - Sand,McLennan Drive Lot 106 Nowergup - Sand,Mine,Openpit,Operating,J01701,Godel Rd Nowergup / Italia,115.739221999999998,-31.623963000000000,380424,6500554,50,Sd Lsd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20230306
S0237119,Doublejay,Doublejay,Mine,Openpit,Operating,J00256,Mt Morgans,122.219194999999999,-28.810941000000000,423810,6812710,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3340,LAVERTON,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20230306
S0237291,Myhree,Myhree / Black Cat,Mine,Openpit,Under Development,J01837,New Bulong - Boundary - Kal East Gold Project,121.775307999999995,-30.729095999999998,382750,6599780,51,Au Ag,Precious metal,GOLD,Myhree,N,,Y,,Operating Mine,Public,3236,KANOWNA,SH51-10,KURNALPI,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",25,BULONG,Eastern Goldfields Superterrane,20230306
S0237328,Jindong-Treeton Rd Lot 4202 Sand 2/Leeuwin,Jindong-Treeton Road Kaloorup Lot 4202 Sand2 / Leeuwin,Mine,Openpit,Operating,J04675,Busselton-Cowaramup / Leeuwin Civil,115.199043000000003,-33.779128999999998,333245,6260875,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Treeton Terrace,20230306
S0237329,Jindong-Treeton Rd Lot 4202 Sand4/Leeuwin,Jindong-Treeton Road Kaloorup Lot 4202 Sand4 / Leeuwin,Mine,Openpit,Operating,J04675,Busselton-Cowaramup / Leeuwin Civil,115.195318000000000,-33.768872999999999,332880,6262007,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Treeton Terrace,20230306
S0237330,Jindong-Treeton Rd Lot 4202 Sand3/Leeuwin,Jindong-Treeton Road Kaloorup Lot 4202 Sand3 / Leeuwin,Mine,Openpit,Operating,J04675,Busselton-Cowaramup / Leeuwin Civil,115.191536999999997,-33.774372000000000,332541,6261391,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Treeton Terrace,20230306
S0237338,Wandena Road Lot 203 / Swan,Wandena Road Lot 203 / Swan,Mine,Openpit,Operating,J05509,Muchea / Swan Waste,116.016775999999993,-31.598728000000001,406725,6503621,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"CHITTERING, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Beermullah Trough,20230306
S0237340,Morangup Rd Lot 7 - Wendale Pit / Midland Brick,Morangup Rd Lot 7 Wendale Pit / Midland Brick,Mine,Openpit,Operating,J02057,Toodyay / Midland Brick,116.342637999999994,-31.608958999999999,437645,6502719,50,Cyfi,Construction material,CLAYS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"TOODYAY, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20230306
S0237392,Lake Way Paleochannel Potash,Lake Way South Paleochannel Borefield,Mine,Other,Under Development,J05331,Lake Way Potash / Salt Lake Potash,120.507884000000004,-26.855229999999999,252381,7027165,51,K K2SO4,Industrial mineral,POTASH,,N,,,,,Public,3044,LAKE VIOLET,SG51-09,WILUNA,"WILUNA, SHIRE OF","MID-WEST, Development Region",53,WILUNA,Yilgarn Craton granites,20230306
S0237409,Scadden Rd Lot 4419/Campbell,Scadden Rd Courtenay Lot 4419 / Campbell,Mine,Openpit,Operating,J05517,Courtenay Sand / Campbell,115.232140999999999,-34.178984000000000,337075,6216585,50,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1929,LEEUWIN,SI50-09,AUGUSTA,"AUGUSTA MARGARET RIVER, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Vasse Shelf,20230306
S0237410,Depiazzi Rd Lot 4577/Catalano,Depiazzi Rd Dardanup Lot 4577 / Catalano,Mine,Openpit,Operating,J03290,Harvey-Bunbury / Catalano,115.794369000000003,-33.410082000000003,387895,6302600,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"DARDANUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20230306
S0237411,Panizza Road Lot 270 Crooked Brook / Shire,Panizza Road Lot 270 Crooked Brook / Shire,Mine,Openpit,Operating,J05519,Dardanup / Dardanup Shire,115.787373000000002,-33.415522000000003,387252,6301989,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"DARDANUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20230306
S0237465,Penny North UG,Penny North Underground,Mine,Decline,Operating,J05525,Penny Gold,118.810248000000001,-28.853327000000000,676582,6806917,50,Au Ag,Precious metal,GOLD,Penny North,N,,Y,,Operating Mine,Public,2640,YOUANMI,SH50-04,YOUANMI,"SANDSTONE, SHIRE OF","MID-WEST, Development Region",57,BLACK RANGE,Youanmi Terrane,20230306
S0237487,Thunderbox Zone D,Thunderbox Zone D,Mine,Openpit,Operating,J02419,Thunderbox Gold,121.004812999999999,-28.183942999999999,304140,6880810,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3141,WEEBO,SH51-01,LEONORA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",36,LAWLERS,Eastern Goldfields Superterrane,20230306
S0237679,Dowerin Gravel/Wheeldon,Dowerin Gravel / Wheeldon Vale,Mine,Openpit,Operating,J05553,Dowerin Gravel / Wheeldon Vale,116.999769000000001,-31.181616000000002,499977,6550270,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2235,GOOMALLING,SH50-14,PERTH,"DOWERIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20230306
S0237857,White Rocks Quarry 9,White Rocks Quarry 9 - White Rocks Central,Mine,Openpit,Operating,J04846,Glen Florrie White Rocks,115.702836000000005,-22.926749000000001,366985,7464002,50,Marb Dol Dst,Construction material,DIMENSION STONE,,N,,,,,Public,2052,BOOLALOO,SF50-10,WYLOO,"ASHBURTON, SHIRE OF","PILBARA, Development Region",8,ASHBURTON M.F.,Edmund Basin,20230306
S0237860,Dowling NW,Dowling Northwest (Stages 2 and 3),Mine,Openpit,Under Development,J01005,Mt Cattlin Spodumene,120.031468000000004,-33.561990000000002,224415,6282459,51,Li Ta,Speciality metal,TIN - TANTALUM - LITHIUM,,N,,,,,Public,2930,RAVENSTHORPE,SI51-05,RAVENSTHORPE,"RAVENSTHORPE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",74,PHILLIPS RIVER M.F.,Youanmi Terrane,20230306
S0237869,Bluebird UG,Bluebird Underground (South Junction),Mine,Decline,Operating,J00017,Cue Gold - Central Murchison,118.423432000000005,-26.722373000000001,641579,7043522,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2544,MEEKATHARRA,SG50-11,BELELE,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",51,MEEKATHARRA,Youanmi Terrane,20230306
S0237887,Cassini UG,Cassini Underground,Mine,Decline,Under Development,J02789,Widgiemooltha Nickel / Mincor,121.626469999999998,-31.709710000000001,369850,6490920,51,Ni Au,Steel alloy metal,NICKEL,,N,,,,,Public,3234,COWAN,SH51-14,WIDGIEMOOLTHA,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20230306
S0237923,Cooljarloo 27000 E,Cooljarloo 27000 East,Mine,Openpit,Operating,J00485,Cooljarloo / Tronox,115.424215000000004,-30.635711000000001,348988,6609710,50,HM Ilm Zrn Rt Leu Mnz Slimes,Speciality metal,HEAVY MINERAL SANDS,Cooljarloo,Y,"HM, Ilm, Zrn, Rt, Leu, Mnz, Slimes",Y,,Operating Mine,Public,1936,WEDGE ISLAND,SH50-09,HILL RIVER,"DANDARAGAN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Coomallo Trough,20230306
S0237963,Warrawanda Ck 3/Holcim,Warrawanda Creek 3 / Holcim,Mine,Openpit,Operating,J05665,Warrawanda Creek / CRD-Holcim,119.873851000000002,-23.444462000000001,793628,7404345,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2851,NEWMAN,SF50-16,NEWMAN,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,"Pilbara Craton, Sylvania Inlier",20230306
S0238065,Eight Mile Rock Hole North Sand,Eight Mile Rock Hole North Sand,Mine,Openpit,Operating,J03172,Eight Mile Rock Hole,120.972902000000005,-30.803844000000002,306066,6590379,51,Sd Sisd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3036,DUNNSVILLE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Yilgarn Craton granites,20230306
S0238276,Treeton Road North Lot 101/Wrigglesworth,Treeton Road North Lot 101 Cowaramup / Wrigglesworth,Mine,Openpit,Operating,J05646,Cowaramup Gravel / Wrigglesworth,115.126564000000002,-33.843778999999998,326664,6253586,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"AUGUSTA MARGARET RIVER, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Treeton Terrace,20230306
S0238303,Mt Caudan South,Mt Caudan South Open Pit,Mine,Openpit,Operating,J03500,Parker Range - Mt Caudan Iron,119.551693000000000,-31.626093999999998,742030,6498180,50,Fe,Iron,IRON ORE,,N,,,,,Public,2834,CHERITONS FIND,SH50-16,SOUTHERN CROSS,"YILGARN, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Youanmi Terrane,20230306
S0238304,Mt Caudan North,Mt Caudan North Open Pit,Mine,Openpit,Operating,J03500,Parker Range - Mt Caudan Iron,119.557558000000000,-31.607856000000002,742634,6500189,50,Fe,Iron,IRON ORE,,N,,,,,Public,2834,CHERITONS FIND,SH50-16,SOUTHERN CROSS,"YILGARN, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Youanmi Terrane,20230306
S0238307,Hidden Secret,Hidden Secret,Mine,Openpit,Operating,J00152,Higginsville,121.814892999999998,-31.779800999999999,387790,6483360,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3234,COWAN,SH51-14,WIDGIEMOOLTHA,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20230306
S0238330,Mardie Pond7,Mardie Evaporation Pond P7,Mine,Pond,Under Development,J05265,Mardie Salt-Potash / BCI,115.908275000000003,-21.138358000000000,386638,7662150,50,Salt K2SO4,Industrial mineral,SALT,,N,,,,,Public,2055,MARDIE,SF50-06,YARRALOOLA,"KARRATHA, CITY OF","PILBARA, Development Region",8,ASHBURTON M.F.,Peedamullah Shelf,20230306
S0238331,Mardie Pond 6,Mardie Evaporation Pond P6,Mine,Pond,Under Development,J05265,Mardie Salt-Potash / BCI,115.915921999999995,-21.160011999999998,387448,7659758,50,Salt K2SO4,Industrial mineral,SALT,,N,,,,,Public,2055,MARDIE,SF50-06,YARRALOOLA,"KARRATHA, CITY OF","PILBARA, Development Region",8,ASHBURTON M.F.,Peedamullah Shelf,20230306
S0238425,Orion,Orion,Mine,Unspecified,Operating,J00156,Mt Magnet,117.789952000000000,-28.071729000000001,577620,6894600,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2441,MOUNT MAGNET,SH50-03,KIRKALOCKA,"MOUNT MAGNET, SHIRE OF","MID-WEST, Development Region",58,MT. MAGNET,Youanmi Terrane,20230306
S0238514,Cathedral,Cathedral - Christmas Creek,Mine,Openpit,Operating,J01407,East Pilbara Iron Ore / FMG,119.830589000000003,-22.407888000000000,791417,7519278,50,Fe,Iron,IRON ORE,Cathedral,N,,Y,,Operating Mine,Public,2853,WARRIE,SF50-12,ROY HILL,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",46,NULLAGINE,Hamersley Basin,20230306
S0238550,Adelle,Adelle - Cloudbreak,Mine,Openpit,Operating,J01407,East Pilbara Iron Ore / FMG,119.448350000000005,-22.319410999999999,752205,7529770,50,Fe,Iron,IRON ORE,,N,,,,,Public,2753,MOUNT MARSH,SF50-12,ROY HILL,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",46,NULLAGINE,Northeast Pilbara Sub-basin,20230306
S0238551,Cockatoo,Cockatoo - Cloudbreak,Mine,Openpit,Operating,J01407,East Pilbara Iron Ore / FMG,119.327124999999995,-22.307418999999999,739733,7531296,50,Fe,Iron,IRON ORE,Cockatoo,N,,Y,,Operating Mine,Public,2753,MOUNT MARSH,SF50-12,ROY HILL,"ASHBURTON, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Hamersley Basin,20230306
S0238552,Norfolk,Norfolk - Cloudbreak,Mine,Openpit,Operating,J01407,East Pilbara Iron Ore / FMG,119.294325000000001,-22.313983000000000,736342,7530621,50,Fe,Iron,IRON ORE,Norfolk,N,,Y,,Operating Mine,Public,2753,MOUNT MARSH,SF50-12,ROY HILL,"ASHBURTON, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Hamersley Basin,20230306
S0238603,Victoria,Victoria,Mine,Openpit,Operating,J00226,Marvel Loch - Southern Cross,119.416702999999998,-31.345262000000002,729909,6529610,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2735,SOUTHERN CROSS,SH50-16,SOUTHERN CROSS,"YILGARN, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Youanmi Terrane,20230306
S0238610,Allanooka Springs Rd Lot 2761 Walkaway / Menzies Civil,Allanooka Springs Rd Lot 2761 Walkaway / Menzies Civil,Mine,Openpit,Operating,J05704,Walkaway Sand / Australasian Sands,114.868474000000006,-28.922934000000001,292209,6798682,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1840,GERALDTON,SH50-01,GERALDTON,"GREATER GERALDTON, CITY OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Greenough Shelf,20230306
S0238698,Mogumber/Menzies Quarries,Mogumber / Menzies Quarries,Mine,Openpit,Operating,J05706,Mogumber / Menzies Quarries,116.122337999999999,-31.031725999999999,416239,6566551,50,Agg Gvl Sd Gran PisoGravel,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2135,CHITTERING,SH50-14,PERTH,"VICTORIA PLAINS, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20230306
S0238705,Swamp Rd/Baileys  - Gravel 1,Swamp Rd Lot 9304 Yallabatharra / Baileys  - Gravel 1,Mine,Openpit,Operating,J05709,Yallabatharra / Baileys,114.437719000000001,-28.203702000000000,248498,6877573,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1741,HUTT,SH50-01,GERALDTON,"NORTHAMPTON, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Greenough Shelf,20230306
